1;Ronde 1;23-01-2016;23-01-2016
2;Ronde 2;30-01-2016;30-01-2016
3;Ronde 3;20-02-2016;20-02-2016
4;Ronde 4;05-03-2016;05-03-2016
5;Ronde 5;12-03-2016;12-03-2016
6;Ronde 6;19-03-2016;19-03-2016
7;Ronde 7;02-04-2016;02-04-2016
8;Ronde 8;09-04-2016;09-04-2016
9;Ronde 9;16-04-2016;16-04-2016
10;Ronde 10;23-04-2016;23-04-2016
